"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"18","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 17:13:13,FALSE,NA,"881199021490044928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DuttaNobo",10,TRUE,FALSE,NA,NA
"19","@ProKabaddi when tickets will be up for sale? And from where{Which website} we can buy them?",FALSE,0,"ProKabaddi",2017-07-01 17:07:12,FALSE,NA,"881197509330292736","1391361674","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","tiwarivaibhav0",0,FALSE,FALSE,NA,NA
"20","RT @ProKabaddi: .@Fortunegiants put their faith in their best raider! Will Sukesh Hegde prove to be a top-class leader in #VivoProKabaddi?‚Ä¶",FALSE,0,NA,2017-07-01 16:57:24,FALSE,NA,"881195043683315716",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aabhi4266",6,TRUE,FALSE,NA,NA
"21","RT @ProKabaddi: A team needs to have a leader on the mat at all times, suggests Manjeet Chhillar. Do you agree with the @JaipurPanthers ace‚Ä¶",FALSE,0,NA,2017-07-01 16:57:21,FALSE,NA,"881195031566077952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aabhi4266",17,TRUE,FALSE,NA,NA
"22","RT @ProKabaddi: One of the greatest left corners in #VivoProKabaddi, Surender Nada turns a year older! Wishing the @HaryanaSteelers ace a h‚Ä¶",FALSE,0,NA,2017-07-01 16:57:21,FALSE,NA,"881195031171743744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aabhi4266",20,TRUE,FALSE,NA,NA
"23","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 16:57:03,FALSE,NA,"881194953132474368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aabhi4266",10,TRUE,FALSE,NA,NA
"24","@ProKabaddi @HaryanaSteelers happy birthday surender nada you are a great defender",FALSE,1,"ProKabaddi",2017-07-01 16:39:14,FALSE,"881022089326714881","881190469954183168","1391361674","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","imkrish2002",0,FALSE,FALSE,NA,NA
"25","RT @BengalWarriors: #AamarWarriors getting ready for @ProKabaddi Season 5. One Session at a time. #Gym #Training https://t.co/Y1O5vpOevO",FALSE,0,NA,2017-07-01 16:31:40,FALSE,NA,"881188564545011713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BhajipaleN",4,TRUE,FALSE,NA,NA
"26","@BengalWarriors @ProKabaddi practice Hard !!!!........... Do more match Practice.",FALSE,1,"BengalWarriors",2017-07-01 16:04:20,FALSE,"881062396881653760","881181689246076929","2532235548","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","niladrimali94",0,FALSE,FALSE,NA,NA
"27","RT @BengalWarriors: #AamarWarriors getting ready for @ProKabaddi Season 5. One Session at a time. #Gym #Training https://t.co/Y1O5vpOevO",FALSE,0,NA,2017-07-01 16:03:19,FALSE,NA,"881181432542113792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","niladrimali94",4,TRUE,FALSE,NA,NA
"28","RT @ProKabaddi: A team needs to have a leader on the mat at all times, suggests Manjeet Chhillar. Do you agree with the @JaipurPanthers ace‚Ä¶",FALSE,0,NA,2017-07-01 15:31:39,FALSE,NA,"881173463997661187",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kishorpanwar50",17,TRUE,FALSE,NA,NA
"29","RT @PuneriPaltan: #Paltan, the wait is finally over. Here's the schedule for @PuneriPaltan matches in @Vivo_India @ProKabaddi League Season‚Ä¶",FALSE,0,NA,2017-07-01 15:29:50,FALSE,NA,"881173007150002176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PuneriPaltan_FC",1,TRUE,FALSE,NA,NA
"30","RT @PuneriPaltan: With just a month away for India's biggest league, watch @DeepakHooda5555 talk about @Vivo_India @ProKabaddi S5.
https://‚Ä¶",FALSE,0,NA,2017-07-01 15:29:45,FALSE,NA,"881172982823047168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PuneriPaltan_FC",4,TRUE,FALSE,NA,NA
"31","RT @PuneriPaltan: With 1 month to go, catch exclusive pictures of Puneri lions training for @ProKabaddi League Season 5 Panga. https://t.co‚Ä¶",FALSE,0,NA,2017-07-01 15:29:41,FALSE,NA,"881172966846976000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PuneriPaltan_FC",1,TRUE,FALSE,NA,NA
"32","RT @PuneriPaltan: Thats how high our goals are for @ProKabaddi ‚ÄãSeason 5.! #GheunTak https://t.co/F6bOAw4G8z",FALSE,0,NA,2017-07-01 15:29:08,FALSE,NA,"881172827155472389",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PuneriPaltan_FC",3,TRUE,FALSE,NA,NA
"33","RT @KabaddiUP: Finnaly it has come , Here's the U.P Yoddha logo for which you all were waiting for #TheYoddhas @ProKabaddi @inspiranti @Del‚Ä¶",FALSE,0,NA,2017-07-01 15:10:28,FALSE,NA,"881168131208617984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","millu26",11,TRUE,FALSE,NA,NA
"34","@PuneriPaltan @Vivo_India @ProKabaddi I am damn sure, Puneri Paltan gonna win this season",FALSE,0,"PuneriPaltan",2017-07-01 15:07:52,FALSE,"881147362248343555","881167476205264896","2690282360","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbhishekBalasa3",0,FALSE,FALSE,NA,NA
"35","Good to see kabaddi legend's in roadies @thakurkabaddi @RaiderRahul @MTVRoadies @Telugu_Titans @tamilthalaivas‚Ä¶ https://t.co/7ClPSg43B5",FALSE,0,NA,2017-07-01 14:54:30,TRUE,NA,"881164112029417472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chintesh_ambore",1,FALSE,FALSE,NA,NA
"36","@ProKabaddi @DeepakHooda5555 @PuneriPaltan Deepak hooda will play major role for puneri paltan",FALSE,0,"ProKabaddi",2017-07-01 14:46:20,FALSE,"880297292712071168","881162056723963904","1391361674","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShreyashPingal1",0,FALSE,FALSE,NA,NA
"37","RT @BengalWarriors: #AamarWarriors getting ready for @ProKabaddi Season 5. One Session at a time. #Gym #Training https://t.co/Y1O5vpOevO",FALSE,0,NA,2017-07-01 14:38:24,FALSE,NA,"881160059497181185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnandBoisa",4,TRUE,FALSE,NA,NA
"38","@MTVIndia @RenaultIndia @ProKabaddi #Khushuma was OUTSTANDING...
#luvforRoadiesrising",FALSE,0,"MTVIndia",2017-07-01 14:20:20,FALSE,"881135314638589953","881155514679341057","16507391","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhagy_mukarande",0,FALSE,FALSE,NA,NA
"39","@ProKabaddi @StarSportsIndia @HaryanaSteelers Many many happy returns of the day",FALSE,1,"ProKabaddi",2017-07-01 14:11:10,FALSE,"881022089326714881","881153206209789952","1391361674","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavindraReddyM6",0,FALSE,FALSE,NA,NA
"40","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 13:53:05,FALSE,NA,"881148657629667329",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","divya201",10,TRUE,FALSE,NA,NA
"41","#Paltan, the wait is finally over. Here's the schedule for @PuneriPaltan matches in @Vivo_India @ProKabaddi League‚Ä¶ https://t.co/HrKqIDZRpV",FALSE,11,NA,2017-07-01 13:47:56,TRUE,NA,"881147362248343555",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PuneriPaltan",1,FALSE,FALSE,NA,NA
"42","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 13:38:39,FALSE,NA,"881145023072522241",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","shreeja_shreya",10,TRUE,FALSE,NA,NA
"43","@ProKabaddi  Rahul choudhry is no1 player in the world",FALSE,2,"ProKabaddi",2017-07-01 13:33:16,FALSE,"881142865547493378","881143669339729920","1391361674","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for MediaTek Phones</a>","jiban_santosh",0,FALSE,FALSE,NA,NA
"44","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 13:31:59,FALSE,NA,"881143348030980096",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for MediaTek Phones</a>","jiban_santosh",10,TRUE,FALSE,NA,NA
"45","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 13:31:57,FALSE,NA,"881143339684306945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JSUBRAMANYAM9",10,TRUE,FALSE,NA,NA
"46","RT @ProKabaddi: Longer season = more chances of Ì†æÌ¥ï
Ajay Thakur believes fitness will be Ì†ΩÌ∑ùÔ∏è in #VivoProKabaddi Season 5! Do you agree? https:‚Ä¶",FALSE,0,NA,2017-07-01 13:30:39,FALSE,NA,"881143013027618817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ateeb_isPrince",10,TRUE,FALSE,NA,NA
"47","@MTVRoadies @RenaultIndia @ProKabaddi Bashir gone ...den prince will sank ....man...",FALSE,0,"MTVRoadies",2017-07-01 13:23:19,FALSE,"881135329628966917","881141167810912256","374654335","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReshmaGhesani",0,FALSE,FALSE,NA,NA
"48","RT @ProKabaddi: Auction - ‚úîÔ∏è
Team Tamil Nadu are done with their business at the #VivoPKLAuction, reaching the maximum quota of 25 players!‚Ä¶",FALSE,0,NA,2017-07-01 13:01:38,FALSE,NA,"881135710748594176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BaskaranKabadi",22,TRUE,FALSE,NA,NA
"49","The Roadies compete like never before as they play Kabaddi today on @RenaultIndia MTV #RoadiesRising at 7PM.‚Ä¶ https://t.co/HYWRlmqxIi",FALSE,29,NA,2017-07-01 13:00:07,TRUE,NA,"881135329628966917",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","MTVRoadies",2,FALSE,FALSE,NA,NA
"50","The Roadies compete like never before as they play Kabaddi today on @RenaultIndia MTV #RoadiesRising at 7PM.‚Ä¶ https://t.co/hgGqTGCrnT",FALSE,31,NA,2017-07-01 13:00:04,TRUE,NA,"881135314638589953",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","MTVIndia",7,FALSE,FALSE,NA,NA
"51","RT @ProKabaddi: With new teams and retuned squads, the Panga in #VivoProKabaddi will also be vastly different! How do you rate the current‚Ä¶",FALSE,0,NA,2017-07-01 12:50:39,FALSE,NA,"881132946052104193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GNeelambaran",17,TRUE,FALSE,NA,NA
"52","RT @gautam_adani: Kabaddi is a reinvigorated avatar of an ancient sport originating from India, happy to announce our @ProKabaddi   team na‚Ä¶",FALSE,0,NA,2017-07-01 12:38:00,FALSE,NA,"881129761141030912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bhaveek_143",127,TRUE,FALSE,NA,NA
"53","@ProKabaddi @HaryanaSteelers Happy birthday day sirji",FALSE,1,"ProKabaddi",2017-07-01 12:32:45,FALSE,"881022089326714881","881128440912588800","1391361674","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jagdish71025461",0,FALSE,FALSE,NA,NA
"54","@ProKabaddi Thank u i am a big lover of prokabaddi so I don't want to miss so I just ask to let me know.",FALSE,0,"ProKabaddi",2017-07-01 12:22:52,FALSE,"881075793966792704","881125955363758080","1391361674","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbdulSayyed16",0,FALSE,FALSE,NA,NA
"55","Gujarat fortune Giants @ProKabaddi Ì†ΩÌ∏ë",FALSE,0,NA,2017-07-01 12:10:28,FALSE,NA,"881122833224433665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ImVpatel",0,FALSE,FALSE,NA,NA
"56","RT @MrittikaDas5: @MTVIndia @RenaultIndia @ProKabaddi I really very very exited for today's #RoadiesRising",FALSE,0,NA,2017-07-01 12:04:51,FALSE,NA,"881121417730727936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrittikaDas5",1,TRUE,FALSE,NA,NA
"57","@MTVIndia @RenaultIndia @ProKabaddi I really very very exited for today's #RoadiesRising",FALSE,1,"MTVIndia",2017-07-01 12:00:56,FALSE,"881105115616129025","881120434623729664","16507391","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrittikaDas5",1,FALSE,FALSE,NA,NA
"58","RT @KabaddiUP: Finnaly it has come , Here's the U.P Yoddha logo for which you all were waiting for #TheYoddhas @ProKabaddi @inspiranti @Del‚Ä¶",FALSE,0,NA,2017-07-01 11:33:07,FALSE,NA,"881113433856327681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RishankDevadiga",11,TRUE,FALSE,NA,NA
"59","‡§®‡§à ‡§ü‡•Ä‡§Æ, ‡§®‡§Ø‡§æ ‡§ú‡•ã‡§∂. #UPYoddha 1st training camp underway at DPS Aligarh, team speaks to media about practice &amp; more‚Ä¶ https://t.co/iUCbsrKWHO",FALSE,13,NA,2017-07-01 11:33:02,TRUE,NA,"881113410871717889",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KabaddiUP",1,FALSE,FALSE,NA,NA
"60","@scottbstyris come to Chennai for @ProKabaddi Commentary Box!! Need your support once more for @tamilthalaivas ‚úå",FALSE,1,"scottbstyris",2017-07-01 11:17:15,FALSE,NA,"881109441512300544","206871837","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vijaychikoo",1,FALSE,FALSE,NA,NA
"61","@MTVRoadies @RenaultIndia @ProKabaddi Baseer and priank",FALSE,0,"MTVRoadies",2017-07-01 11:03:37,FALSE,"881105115607777280","881106007992258561","374654335","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suraj8379",0,FALSE,FALSE,NA,NA
"62","RT @PatnaPirates: #PirateHamla dekhne ke liye taiyar ho jao! After nearly a year, @ProKabaddi returns - larger than ever. Mark your Ì†ΩÌ∑ìÔ∏è now!‚Ä¶",FALSE,0,NA,2017-07-01 11:00:39,FALSE,NA,"881105262081388544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","halfCricketer",10,TRUE,FALSE,NA,NA
"63","Watch the Warriors play some intense Kabaddi on today's episode of @RenaultIndia MTV #RoadiesRising at 7PM.‚Ä¶ https://t.co/ZcPy9K3n3x",FALSE,30,NA,2017-07-01 11:00:04,TRUE,NA,"881105115616129025",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","MTVIndia",4,FALSE,FALSE,NA,NA
"64","Watch the Warriors play some intense Kabaddi on today's episode of @RenaultIndia MTV #RoadiesRising at 7PM.‚Ä¶ https://t.co/rHlDzFakwh",FALSE,32,NA,2017-07-01 11:00:04,TRUE,NA,"881105115607777280",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","MTVRoadies",1,FALSE,FALSE,NA,NA
"65","@ProKabaddi @HaryanaSteelers Happy Birthday ,INDIA IS PROUD OF YOU",FALSE,1,"ProKabaddi",2017-07-01 09:29:51,FALSE,"881022089326714881","881082410925817858","1391361674","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","varshategur",0,FALSE,FALSE,NA,NA
"66","RT @ProKabaddi: One of the greatest left corners in #VivoProKabaddi, Surender Nada turns a year older! Wishing the @HaryanaSteelers ace a h‚Ä¶",FALSE,0,NA,2017-07-01 09:28:47,FALSE,NA,"881082145120202752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","varshategur",20,TRUE,FALSE,NA,NA
"67","RT @ProKabaddi: One of the greatest left corners in #VivoProKabaddi, Surender Nada turns a year older! Wishing the @HaryanaSteelers ace a h‚Ä¶",FALSE,0,NA,2017-07-01 09:14:49,FALSE,NA,"881078629916176384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LiveAalok",20,TRUE,FALSE,NA,NA
"68","‡§®‡§à ‡§ü‡•Ä‡§Æ, ‡§®‡§Ø‡§æ ‡§ú‡•ã‡§∂. #UPYoddha 1st training camp underway at DPS Aligarh, team speaks to media about practice &amp; more‚Ä¶ https://t.co/ZIJLmLIj7I",FALSE,0,NA,2017-07-01 09:04:55,TRUE,NA,"881076136452669440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UpYoddha",0,FALSE,FALSE,NA,NA
"69","RT @sachin_rt: Another powerful addition to @ProKabaddi. Proud to announce our new team, @tamilthalaivas. Looking forward to an amazing sea‚Ä¶",FALSE,0,NA,2017-07-01 08:50:24,FALSE,NA,"881072482932867073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SourabhMali1010",2269,TRUE,FALSE,NA,NA
"70","@suhailchandhok @ProKabaddi Cannot wait indeed! This was fun and a huge learning curve for all of us! Thank you dear @suhailchandhok",FALSE,0,"suhailchandhok",2017-07-01 08:42:46,FALSE,"880057736020467715","881070563535540224","47657891","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Golty",0,FALSE,FALSE,NA,NA
"71","RT @ProKabbadi: Many more thanks for your @sachin_rt  sponsorship on @ProKabaddi @tamilthalaivas #ProKabaddi https://t.co/Tyw4GMamaE",FALSE,0,NA,2017-07-01 08:31:55,FALSE,NA,"881067831265288193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProKabaddi_S5",1,TRUE,FALSE,NA,NA
"72","@ProKabaddi @HaryanaSteelers happy bday NADA",FALSE,1,"ProKabaddi",2017-07-01 08:30:44,FALSE,"881022089326714881","881067533977108480","1391361674","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dlpatil777",0,FALSE,FALSE,NA,NA
"73","RT @ProKabaddi: One of the greatest left corners in #VivoProKabaddi, Surender Nada turns a year older! Wishing the @HaryanaSteelers ace a h‚Ä¶",FALSE,0,NA,2017-07-01 08:21:00,FALSE,NA,"881065084977598465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ProKabaddi_S5",20,TRUE,FALSE,NA,NA
"74","RT @ProKabaddi: One of the greatest left corners in #VivoProKabaddi, Surender Nada turns a year older! Wishing the @HaryanaSteelers ace a h‚Ä¶",FALSE,0,NA,2017-07-01 08:12:18,FALSE,NA,"881062896503066624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suraj_Dewangan_",20,TRUE,FALSE,NA,NA
"75","#AamarWarriors getting ready for @ProKabaddi Season 5. One Session at a time. #Gym #Training https://t.co/Y1O5vpOevO",FALSE,18,NA,2017-07-01 08:10:19,FALSE,NA,"881062396881653760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BengalWarriors",4,FALSE,FALSE,NA,NA
"76","RT @ProKabaddi: One of the greatest left corners in #VivoProKabaddi, Surender Nada turns a year older! Wishing the @HaryanaSteelers ace a h‚Ä¶",FALSE,0,NA,2017-07-01 07:45:14,FALSE,NA,"881056085746044929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","puneets1982",20,TRUE,FALSE,NA,NA
